2017,2018,2019,2021,2022,RegionName
498316.2214513135,542121.5078631783,550750.2903542113,696091.7735834111,736657.0613053188,California
192963.5044126336,204409.3604161361,212938.56385517586,270375.7691502283,302314.8346,Texas
221751.21678894327,237160.26415019584,247126.3979780518,327777.66965146834,388123.3368840588,Florida
316846.57247299684,337764.5860038356,352230.89012498053,416576.4056091599,441114.3983949437,New York
174153.09553377377,180920.0848292251,190750.0991363712,229571.15872248393,248709.46826906633,Pennsylvania
183411.6681984138,188778.65873970525,193940.0626,226711.14134325262,242045.58480643792,Illinois
138068.57340756577,146946.67917064077,155218.07490131853,190501.9952884343,209056.91858291114,Ohio
178441.0197257544,194042.56962225656,206215.85114886097,276578.4527079459,313192.0471747662,Georgia
184997.25745493136,197005.63484729108,209043.5839288447,276264.76464887726,314335.69708661974,North Carolina
152164.32693279584,162233.91359692524,172077.3243565849,212698.53137459498,227884.02928056326,Michigan
325293.4064056895,338192.1009,351563.87079621217,432644.86048969877,464556.9402797657,New Jersey
255758.8252304773,264357.6781460266,275885.4278270982,332849.64223542577,358666.4173100507,Virginia
354191.6912630922,384799.0490390167,404714.54314467777,538784.9635195107,569561.3649651225,Washington
240032.94721258513,259014.1251110135,275921.0517696988,404387.9786260927,430452.81832389726,Arizona
396234.67351298523,416523.57405728893,426155.8815050349,518870.2132210794,560406.2865523839,Massachusetts
178412.10225393818,189751.21543755152,204901.09393117632,271009.8791862989,302728.8633716677,Tennessee
140413.11853009544,150426.08243193975,160442.65990566518,203253.42455998962,223025.04654093526,Indiana
294853.6661,304130.9011958858,315338.0776390688,374935.0073315706,391413.8535463963,Maryland
151218.17888624454,159536.94170197088,167412.62608518227,210073.0697946587,230391.26858147615,Missouri
184655.5703291205,195787.60761436107,208308.92832809806,254143.70636893433,273795.09685029334,Wisconsin
354930.3047,378614.01894862746,394508.4034748874,504092.1862872737,539073.3123,Colorado
229816.53559759646,244218.03234342838,256308.12437720844,309072.5289470004,324413.1915448422,Minnesota
173342.4898452688,182817.89585564125,192736.66351306144,247861.7428996299,282083.28732515406,South Carolina
144957.16149471773,150565.2189894295,161158.91844474536,203618.73230221774,219213.32108806295,Alabama
170399.72455519877,171225.03778296287,180098.81941918298,199245.34339490105,203699.66700191505,Louisiana
128649.35393798108,136671.1045,144353.1113371942,177536.82678430816,194381.33510484695,Kentucky
330673.937,349306.50459336775,362759.25301761256,469344.6359,488590.808,Oregon
128373.6599985048,133289.9874528638,140158.42212357206,175392.2803717471,194833.86927033603,Oklahoma
252239.14255041615,255515.6953483141,259714.41916454016,318567.9469,353122.7912736081,Connecticut
294300.4766705262,321470.6537118309,343798.9765834738,486065.05660081835,512538.3342869009,Utah
147958.73432412694,154323.2282221876,162642.4843504633,189082.55161204646,206300.0793514643,Iowa
261570.34165336037,295379.92559671163,303647.24410055036,398523.0605,429541.4180372777,Nevada
137357.94812267987,141255.57094717398,148025.29013198955,184571.1734390282,196339.3011000765,Arkansas
130134.31960943813,133671.73329559583,138992.63307392117,170440.84244846262,176267.25171126434,Mississippi
139201.08395472963,146414.29519465563,154596.6166590166,190305.9572178387,210047.58970290303,Kansas
179841.0826362923,188103.58759156693,199063.4939222239,254644.16108721428,281446.0683506327,New Mexico
161644.36901229058,170846.1704670724,181002.0524346675,218926.7671246042,241266.46394009292,Nebraska
226403.86542075375,256758.56229412765,284650.5422389133,448623.0103631642,452362.3944367743,Idaho
112527.2358379591,116614.70779840782,118406.43677241403,142368.56235333974,153749.05780230876,West Virginia
590657.6822345863,612436.5483309549,618671.1161509239,752409.2376275515,842149.1867985148,Hawaii
258985.10437977908,274112.1656882329,287766.03513092914,372495.86579202354,423818.14084358996,New Hampshire
218478.1732625599,232514.08628683645,243714.58209249176,330192.3982509889,365469.1572681914,Maine
272311.46144435165,287719.8118922426,297863.86389756756,375801.0904369757,412503.7808119655,Rhode Island
251009.67365786666,265478.4344665885,280390.4137463349,405905.88743224094,445870.9166829307,Montana
257852.00466274342,264868.40730064193,270917.47925382154,333740.69951896765,362941.59266969253,Delaware
190512.49173204388,198701.50725922547,209809.35379666174,263161.05451836094,292248.0707744132,South Dakota
216085.86303507056,212420.97007967066,220093.74544761828,240041.36700129122,254075.79257782863,North Dakota
280096.50329460966,281717.96572121844,306519.92139771377,337713.95807842066,350130.4291495043,Alaska
530145.4919118749,559605.8559361831,569488.1474238782,624829.2976839673,618945.1554748362,District of Columbia
250341.2145322888,259137.15869053383,267338.65024374897,337705.89392704435,368730.92838011036,Vermont
236717.60691732695,242343.68016179002,257844.62967881988,306050.9455899804,331644.23598781123,Wyoming
